num_voters,num_alternatives,unique_winner_frequency,winner_frequency,2_winner_frequency,3_winner_frequency,4_winner_frequency,5_winner_frequency
45,4,0.9567,1.0,0.0397,0.0036,0.0,0.0
46,4,0.9524,1.0,0.0461,0.0015,0.0,0.0
47,4,0.9579,0.9999999999999999,0.0396,0.0025,0.0,0.0
48,4,0.9452,1.0,0.0497,0.0026,0.0025,0.0
49,4,0.9569,0.9999999999999999,0.0397,0.0034,0.0,0.0
50,4,0.9566,1.0,0.0411,0.0023,0.0,0.0
51,4,0.958,1.0,0.039,0.003,0.0,0.0
52,4,0.9531,0.9999999999999999,0.042,0.0025,0.0024,0.0
53,4,0.9589,0.9999999999999999,0.0397,0.0014,0.0,0.0
54,4,0.9564,1.0,0.0399,0.0037,0.0,0.0
55,4,0.9592,1.0,0.0391,0.0017,0.0,0.0
56,4,0.9566,1.0,0.0402,0.0015,0.0017,0.0
57,4,0.9613,1.0,0.0362,0.0025,0.0,0.0
58,4,0.9555,1.0,0.0427,0.0018,0.0,0.0
59,4,0.9604,1.0,0.0375,0.0021,0.0,0.0
60,4,0.9629,0.9999999999999999,0.0326,0.0022,0.0023,0.0
61,4,0.9599,1.0,0.0378,0.0023,0.0,0.0
62,4,0.9626,1.0,0.0355,0.0019,0.0,0.0
63,4,0.9624,1.0,0.0359,0.0017,0.0,0.0
64,4,0.9585,1.0,0.036,0.0025,0.003,0.0
65,4,0.9629,0.9999999999999999,0.0356,0.0015,0.0,0.0
66,4,0.9617,1.0,0.0358,0.0025,0.0,0.0
67,4,0.962,1.0,0.0362,0.0018,0.0,0.0
68,4,0.9628,0.9999999999999999,0.0337,0.0015,0.002,0.0
69,4,0.9621,0.9999999999999999,0.0356,0.0023,0.0,0.0
70,4,0.9637,0.9999999999999999,0.0348,0.0015,0.0,0.0
71,4,0.9632,0.9999999999999999,0.0343,0.0025,0.0,0.0
72,4,0.9637,1.0,0.0335,0.0008,0.002,0.0
73,4,0.9667,1.0,0.031,0.0023,0.0,0.0
74,4,0.9635,1.0,0.0347,0.0018,0.0,0.0
75,4,0.9691,1.0,0.0298,0.0011,0.0,0.0
76,4,0.9617,1.0,0.0351,0.0018,0.0014,0.0
77,4,0.9693,1.0,0.0293,0.0014,0.0,0.0
78,4,0.9655,1.0,0.0321,0.0024,0.0,0.0
79,4,0.9642,1.0,0.0342,0.0016,0.0,0.0
80,4,0.964,1.0,0.0323,0.0021,0.0016,0.0
81,4,0.969,0.9999999999999999,0.0297,0.0013,0.0,0.0
82,4,0.9671,1.0,0.0322,0.0007,0.0,0.0
83,4,0.971,1.0,0.0274,0.0016,0.0,0.0
84,4,0.9671,0.9999999999999999,0.0303,0.0013,0.0013,0.0
85,4,0.9671,0.9999999999999999,0.0316,0.0013,0.0,0.0
86,4,0.9682,0.9999999999999999,0.0306,0.0012,0.0,0.0
87,4,0.9675,1.0,0.0313,0.0012,0.0,0.0
88,4,0.9668,1.0,0.03,0.002,0.0012,0.0
89,4,0.9686,1.0,0.0297,0.0017,0.0,0.0
90,4,0.9667,1.0,0.0317,0.0016,0.0,0.0
91,4,0.9676,1.0,0.0312,0.0012,0.0,0.0
92,4,0.9695,1.0,0.0284,0.0014,0.0007,0.0
93,4,0.971,0.9999999999999999,0.0277,0.0013,0.0,0.0
94,4,0.971,1.0,0.0279,0.0011,0.0,0.0
95,4,0.969,0.9999999999999999,0.0295,0.0015,0.0,0.0
96,4,0.9681,1.0,0.029,0.0012,0.0017,0.0
97,4,0.9699,1.0,0.0288,0.0013,0.0,0.0
98,4,0.9705,1.0,0.028,0.0015,0.0,0.0
99,4,0.97,1.0,0.0289,0.0011,0.0,0.0
100,4,0.973,1.0,0.0241,0.0017,0.0012,0.0
5,5,0.9621,1.0,0.0,0.0,0.0,0.0379
6,5,0.7559,1.0,0.1812,0.0629,0.0,0.0
7,5,1.0,1.0,0.0,0.0,0.0,0.0
8,5,0.8219,1.0,0.1469,0.0,0.0312,0.0
9,5,0.9651,0.9999999999999999,0.0256,0.0093,0.0,0.0
10,5,0.8916,0.9999999999999999,0.0779,0.0173,0.0,0.0132
11,5,0.9532,1.0,0.0468,0.0,0.0,0.0
12,5,0.9008,1.0,0.0837,0.008,0.0075,0.0
13,5,0.9233,1.0,0.0705,0.0062,0.0,0.0
14,5,0.9173,1.0,0.0713,0.0114,0.0,0.0
15,5,0.9339,0.9999999999999999,0.0559,0.0049,0.0,0.0053
16,5,0.9307,0.9999999999999999,0.0659,0.0014,0.002,0.0
17,5,0.9379,1.0,0.0502,0.0073,0.0046,0.0
18,5,0.9421,1.0,0.0512,0.0067,0.0,0.0
19,5,0.9519,1.0,0.0444,0.0037,0.0,0.0
20,5,0.9385,1.0,0.0546,0.0032,0.0008,0.0029
21,5,0.9442,1.0,0.0466,0.0071,0.0021,0.0
22,5,0.9515,1.0,0.0463,0.0022,0.0,0.0
23,5,0.948,1.0,0.0491,0.0029,0.0,0.0
24,5,0.9448,1.0,0.0493,0.0047,0.0012,0.0
25,5,0.9393,1.0,0.0524,0.0059,0.0007,0.0017
26,5,0.95,1.0,0.0474,0.0018,0.0008,0.0
27,5,0.9543,1.0,0.0415,0.0042,0.0,0.0
28,5,0.9488,0.9999999999999999,0.0443,0.0064,0.0005,0.0
29,5,0.9502,1.0,0.0446,0.0051,0.0001,0.0
30,5,0.9549,1.0,0.0419,0.0017,0.0004,0.0011
31,5,0.9593,1.0,0.0377,0.003,0.0,0.0
32,5,0.9524,0.9999999999999999,0.0428,0.0044,0.0004,0.0
33,5,0.9584,1.0,0.0382,0.0034,0.0,0.0
34,5,0.9521,1.0,0.0459,0.0016,0.0004,0.0
35,5,0.9536,1.0,0.0426,0.0029,0.0001,0.0008
36,5,0.9573,1.0,0.04,0.0027,0.0,0.0
37,5,0.9588,1.0,0.0384,0.0022,0.0006,0.0
38,5,0.9589,1.0,0.0391,0.0019,0.0001,0.0
39,5,0.9596,0.9999999999999999,0.0368,0.0035,0.0001,0.0
40,5,0.9602,1.0,0.0365,0.0025,0.0001,0.0007
41,5,0.9587,1.0,0.0383,0.0027,0.0003,0.0
42,5,0.9638,1.0,0.0345,0.0016,0.0001,0.0
43,5,0.9614,1.0,0.0357,0.0028,0.0001,0.0
44,5,0.9617,1.0,0.0357,0.0026,0.0,0.0
45,5,0.9596,1.0,0.0375,0.002,0.0002,0.0007
46,5,0.9659,0.9999999999999999,0.0317,0.0021,0.0003,0.0
47,5,0.9645,1.0,0.0332,0.0021,0.0002,0.0
48,5,0.9661,0.9999999999999999,0.0317,0.0018,0.0004,0.0
49,5,0.9676,1.0,0.0304,0.0019,0.0001,0.0
50,5,0.9644,1.0,0.032,0.0028,0.0002,0.0006
51,5,0.9635,1.0,0.034,0.0024,0.0001,0.0
52,5,0.9649,0.9999999999999999,0.0337,0.0013,0.0001,0.0
53,5,0.9681,1.0,0.0303,0.0016,0.0,0.0
54,5,0.9669,1.0,0.031,0.0019,0.0002,0.0
55,5,0.968,0.9999999999999999,0.0284,0.0023,0.0003,0.001
56,5,0.9679,1.0,0.0303,0.0017,0.0001,0.0
57,5,0.969,0.9999999999999999,0.0287,0.0018,0.0005,0.0
58,5,0.968,1.0,0.0299,0.0021,0.0,0.0
59,5,0.9705,1.0,0.0265,0.0027,0.0003,0.0
60,5,0.9656,1.0,0.0324,0.0017,0.0001,0.0002
61,5,0.9669,1.0,0.0313,0.0016,0.0002,0.0
62,5,0.9682,1.0,0.0298,0.0017,0.0003,0.0
63,5,0.9713,1.0,0.0272,0.0013,0.0002,0.0
64,5,0.9685,1.0,0.0297,0.0017,0.0001,0.0
65,5,0.9699,0.9999999999999999,0.0277,0.0017,0.0003,0.0004
66,5,0.97,1.0,0.0288,0.0012,0.0,0.0
67,5,0.9692,0.9999999999999999,0.0292,0.0015,0.0001,0.0
68,5,0.9693,1.0,0.0289,0.0015,0.0003,0.0
69,5,0.9682,1.0,0.0299,0.0019,0.0,0.0
70,5,0.9715,0.9999999999999999,0.0266,0.0012,0.0003,0.0004
